category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Appartements;1.0;1.0;55.0;For Sale;42000.0;Tunis;Autres villes
Houses and Villas;15.0;7.0;307.0;For Sale;650000.0;Tunis;Autres villes
Appartements;3.0;2.0;120.0;For Rent;700.0;Tunis;Le Kram
Appartements;2.0;1.0;120.0;For Rent;1800.0;Tunis;La Marsa
Appartements;3.0;1.0;100.0;For Rent;600.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;340000.0;Tunis;Hraïria
Houses and Villas;2.0;1.0;240.0;For Rent;2500.0;Tunis;La Marsa
Appartements;1.0;1.0;35.0;For Rent;325.0;Tunis;Le Bardo
Houses and Villas;8.0;4.0;368.0;For Sale;1350000.0;Tunis;Tunis
Appartements;3.0;1.0;170.0;For Rent;1400.0;Tunis;Autres villes
Appartements;3.0;1.0;111.0;For Sale;220000.0;Tunis;Le Bardo
Appartements;1.0;1.0;65.0;For Rent;875.0;Tunis;Menzah
Appartements;2.0;1.0;73.0;For Rent;800.0;Tunis;Menzah
Appartements;3.0;1.0;120.0;For Rent;1600.0;Tunis;La Marsa
Appartements;3.0;3.0;190.0;For Rent;2700.0;Tunis;La Marsa
Appartements;1.0;1.0;60.0;For Rent;600.0;Tunis;L'aouina
Appartements;1.0;1.0;150.0;For Rent;80.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;160.0;For Sale;180000.0;Tunis;Autres villes
Houses and Villas;2.0;1.0;120.0;For Rent;1600.0;Tunis;La Marsa
Appartements;4.0;1.0;120.0;For Rent;850.0;Tunis;Sidi Daoud
Appartements;2.0;1.0;80.0;For Sale;150000.0;Tunis;Ettahrir
Appartements;3.0;1.0;100.0;For Rent;400.0;Tunis;Le Bardo
Appartements;2.0;1.0;40.0;For Rent;200.0;Tunis;Le Bardo
Vacation Rentals;3.0;1.0;120.0;For Rent;60.0;Tunis;L'aouina
;9.0;6.0;750.0;For Sale;2850000.0;Tunis;Tunis
Appartements;2.0;1.0;65.0;For Rent;80.0;Tunis;L'aouina
Appartements;1.0;1.0;83.0;For Rent;1100.0;Tunis;Menzah
;2.0;2.0;80.0;For Rent;1350.0;Tunis;Tunis
Appartements;4.0;3.0;200.0;For Rent;2200.0;Tunis;La Marsa
Houses and Villas;3.0;1.0;80.0;For Sale;110000.0;Tunis;L'aouina
Appartements;3.0;2.0;140.0;For Rent;1100.0;Tunis;La Marsa
Houses and Villas;4.0;2.0;220.0;For Rent;2000.0;Tunis;La Marsa
Appartements;2.0;2.0;109.0;For Sale;245000.0;Tunis;L'aouina
Appartements;1.0;1.0;60.0;For Sale;150000.0;Tunis;L'aouina
Appartements;1.0;1.0;75.0;For Rent;1750.0;Tunis;La Marsa
Appartements;1.0;1.0;75.0;For Rent;1700.0;Tunis;La Marsa
Shops;2.0;1.0;25.0;For Sale;180000.0;Tunis;Autres villes
Appartements;2.0;1.0;100.0;For Rent;175.0;Tunis;Autres villes
Appartements;3.0;1.0;120.0;For Rent;800.0;Tunis;Autres villes
Shops;1.0;1.0;180.0;For Rent;850.0;Tunis;L'aouina
Appartements;1.0;1.0;75.0;For Rent;1000.0;Tunis;La Marsa
Houses and Villas;4.0;1.0;185.0;For Rent;1800.0;Tunis;La Marsa
Appartements;3.0;1.0;85.0;For Rent;550.0;Tunis;La Marsa
Appartements;1.0;1.0;57.0;For Sale;195000.0;Tunis;Carthage
Appartements;3.0;2.0;160.0;For Rent;1900.0;Tunis;Autres villes
Appartements;2.0;1.0;75.0;For Rent;750.0;Tunis;Menzah
Appartements;2.0;1.0;80.0;For Rent;430.0;Tunis;Le Bardo
;5.0;1.0;200.0;For Rent;3200.0;Tunis;La Marsa
Shops;2.0;1.0;430.0;For Rent;2500.0;Tunis;La Marsa
Appartements;3.0;2.0;154.0;For Sale;295000.0;Tunis;L'aouina
Appartements;3.0;2.0;300.0;For Rent;4000.0;Tunis;La Marsa
Appartements;3.0;2.0;170.0;For Rent;2700.0;Tunis;La Marsa
Houses and Villas;5.0;3.0;900.0;For Sale;940000.0;Tunis;Mutuelleville
Appartements;3.0;3.0;176.0;For Rent;3200.0;Tunis;La Marsa
Appartements;2.0;1.0;100.0;For Rent;1300.0;Tunis;Menzah
Houses and Villas;3.0;1.0;180.0;For Rent;1500.0;Tunis;Menzah
Appartements;3.0;1.0;100.0;For Rent;1000.0;Tunis;Manar
Appartements;3.0;2.0;220.0;For Rent;1800.0;Tunis;La Marsa
;3.0;1.0;100.0;For Rent;1900.0;Tunis;La Marsa
;5.0;5.0;230.0;For Rent;4600.0;Tunis;Tunis
Land and Farms;-1.0;-1.0;-1.0;For Sale;470000.0;Tunis;Menzah
Shops;12.0;4.0;182.0;For Sale;93099020.0;Tunis;Tunis
Appartements;2.0;1.0;95.0;For Sale;425000.0;Tunis;La Goulette
Appartements;1.0;1.0;70.0;For Rent;1100.0;Tunis;Menzah
Appartements;2.0;1.0;113.0;For Sale;240000.0;Tunis;L'aouina
Houses and Villas;3.0;1.0;120.0;For Sale;70000.0;Tunis;Djebel Jelloud
Appartements;3.0;1.0;137.0;For Sale;250000.0;Tunis;L'aouina
Appartements;1.0;1.0;250.0;For Rent;70.0;Tunis;Autres villes
;2.0;1.0;60.0;For Rent;600.0;Tunis;Manar
Houses and Villas;3.0;1.0;70.0;For Rent;450.0;Tunis;La Marsa
Appartements;1.0;1.0;68.0;For Rent;160.0;Tunis;Carthage
Houses and Villas;6.0;3.0;700.0;For Sale;2100000.0;Tunis;Menzah
Houses and Villas;4.0;2.0;250.0;For Rent;1900.0;Tunis;La Marsa
Appartements;2.0;1.0;60.0;For Rent;750.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Tunis;Centre Ville - Lafayette
;3.0;1.0;120.0;For Rent;1800.0;Tunis;La Marsa
Houses and Villas;6.0;3.0;725.0;For Sale;1850000.0;Tunis;Mutuelleville
Appartements;1.0;1.0;75.0;For Rent;170.0;Tunis;L'aouina
Vacation Rentals;1.0;1.0;85.0;For Rent;140.0;Tunis;Carthage
;5.0;3.0;116.0;For Rent;1356.0;Tunis;Menzah
;3.0;1.0;90.0;For Rent;1765.0;Tunis;Autres villes
Appartements;2.0;2.0;200.0;For Rent;1500.0;Tunis;Le Kram
Appartements;1.0;1.0;80.0;For Rent;2200.0;Tunis;Sidi Bou Said
;5.0;2.0;140.0;For Rent;1800.0;Tunis;La Marsa
Appartements;1.0;1.0;30.0;For Rent;450.0;Tunis;Autres villes
Houses and Villas;5.0;1.0;405.0;For Sale;1045000.0;Tunis;Menzah
Appartements;1.0;1.0;78.0;For Sale;180000.0;Tunis;L'aouina
;3.0;2.0;260.0;For Rent;5500.0;Tunis;Menzah
;2.0;1.0;100.0;For Rent;2000.0;Tunis;La Marsa
Appartements;3.0;2.0;200.0;For Rent;1900.0;Tunis;La Marsa
Appartements;3.0;1.0;100.0;For Rent;1100.0;Tunis;Tunis
Houses and Villas;2.0;1.0;70.0;For Rent;350.0;Tunis;La Marsa
Appartements;2.0;1.0;100.0;For Sale;305000.0;Tunis;Menzah
Appartements;3.0;1.0;90.0;For Rent;380.0;Tunis;Autres villes
Vacation Rentals;2.0;1.0;110.0;For Rent;590.0;Tunis;La Marsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;1170000.0;Tunis;Le Bardo
Land and Farms;-1.0;-1.0;-1.0;For Sale;5025000.0;Tunis;Le Bardo
Houses and Villas;6.0;5.0;459.0;For Sale;950000.0;Tunis;Menzah
Houses and Villas;3.0;3.0;240.0;For Sale;580000.0;Tunis;Le Bardo
Land and Farms;-1.0;-1.0;-1.0;For Sale;1375000.0;Tunis;Le Bardo
Vacation Rentals;2.0;1.0;50.0;For Rent;65.0;Tunis;Autres villes
Houses and Villas;1.0;1.0;500.0;For Sale;1000000.0;Tunis;Le Bardo
Houses and Villas;5.0;2.0;220.0;For Sale;250000.0;Tunis;Médina
Houses and Villas;4.0;1.0;340.0;For Sale;390000.0;Tunis;Le Bardo
Shops;1.0;1.0;600.0;For Sale;700000.0;Tunis;Le Bardo
Appartements;2.0;1.0;104.0;For Rent;1300.0;Tunis;Autres villes
Appartements;2.0;1.0;50.0;For Rent;65.0;Tunis;Autres villes
Shared Rooms;4.0;2.0;100.0;For Rent;1000000.0;Tunis;Autres villes
Appartements;3.0;1.0;100.0;For Rent;700.0;Tunis;La Marsa
Appartements;1.0;1.0;70.0;For Rent;90.0;Tunis;L'aouina
Houses and Villas;3.0;2.0;130.0;For Sale;2500000.0;Tunis;La Marsa
Appartements;2.0;1.0;92.0;For Rent;1200.0;Tunis;La Marsa
Houses and Villas;4.0;3.0;450.0;For Rent;5500.0;Tunis;La Marsa
Appartements;3.0;2.0;120.0;For Rent;1250.0;Tunis;La Marsa
Appartements;2.0;2.0;120.0;For Rent;100.0;Tunis;L'aouina
Land and Farms;-1.0;-1.0;-1.0;For Sale;2132500.0;Tunis;La Marsa
Appartements;2.0;1.0;62.0;For Sale;150000.0;Tunis;Tunis
Appartements;1.0;1.0;150.0;For Rent;200.0;Tunis;Centre Ville - Lafayette
Appartements;2.0;1.0;50.0;For Rent;70.0;Tunis;Tunis
Appartements;2.0;1.0;109.0;For Sale;200000.0;Tunis;Carthage
Vacation Rentals;4.0;2.0;155.0;For Rent;100.0;Tunis;L'aouina
Land and Farms;-1.0;-1.0;-1.0;For Sale;616000.0;Tunis;La Marsa
Houses and Villas;3.0;1.0;120.0;For Rent;2500.0;Tunis;La Marsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;315000.0;Tunis;La Marsa
Appartements;1.0;1.0;70.0;For Rent;1450.0;Tunis;La Marsa
Houses and Villas;5.0;2.0;1000.0;For Rent;8000.0;Tunis;La Marsa
Appartements;1.0;1.0;65.0;For Rent;2000.0;Tunis;La Marsa
Houses and Villas;4.0;3.0;525.0;For Rent;6500.0;Tunis;Sidi Bou Said
Houses and Villas;5.0;4.0;890.0;For Rent;5700.0;Tunis;Carthage
Appartements;3.0;3.0;220.0;For Rent;3000.0;Tunis;Sidi Bou Said
Appartements;1.0;1.0;60.0;For Rent;1700.0;Tunis;Sidi Bou Said
Houses and Villas;2.0;1.0;200.0;For Rent;2500.0;Tunis;Carthage
Houses and Villas;3.0;2.0;150.0;For Rent;3000.0;Tunis;Carthage
Appartements;3.0;2.0;134.0;For Rent;2500.0;Tunis;Carthage
Houses and Villas;1.0;3.0;846.0;For Sale;2950000.0;Tunis;Mutuelleville
;3.0;1.0;110.0;For Sale;472000.0;Tunis;La Marsa
;1.0;2.0;364.0;For Rent;7900.0;Tunis;Tunis
;2.0;4.0;638.0;For Rent;13800.0;Tunis;Tunis
;1.0;2.0;268.0;For Rent;5800.0;Tunis;Tunis
Land and Farms;-1.0;-1.0;-1.0;For Sale;1250000.0;Tunis;La Marsa
Houses and Villas;3.0;3.0;300.0;For Rent;4200.0;Tunis;La Marsa
Houses and Villas;6.0;4.0;500.0;For Rent;12000.0;Tunis;La Marsa
Appartements;2.0;1.0;120.0;For Rent;2200.0;Tunis;La Marsa
Houses and Villas;3.0;2.0;158.0;For Rent;520000.0;Tunis;La Marsa
Appartements;4.0;3.0;150.0;For Rent;5200.0;Tunis;Tunis
Appartements;3.0;2.0;150.0;For Rent;1400.0;Tunis;La Marsa
Appartements;1.0;1.0;90.0;For Rent;1800.0;Tunis;La Marsa
Appartements;2.0;2.0;150.0;For Rent;1500.0;Tunis;L'aouina
Appartements;1.0;1.0;70.0;For Rent;2100.0;Tunis;Autres villes
Appartements;1.0;1.0;60.0;For Rent;850.0;Tunis;L'aouina
Appartements;1.0;1.0;67.0;For Rent;1100.0;Tunis;Menzah
;3.0;1.0;60.0;For Sale;650000.0;Tunis;Tunis
Appartements;4.0;2.0;135.0;For Sale;270000.0;Tunis;L'aouina
Vacation Rentals;3.0;1.0;60.0;For Sale;45000.0;Tunis;Médina
Houses and Villas;3.0;2.0;300.0;For Sale;500000.0;Tunis;La Marsa
Appartements;3.0;2.0;129.0;For Sale;185000.0;Tunis;Menzah
Appartements;2.0;2.0;113.0;For Sale;220000.0;Tunis;Menzah
Appartements;1.0;1.0;130.0;For Rent;150.0;Tunis;Cité El Khadra
Appartements;1.0;1.0;50.0;For Rent;600.0;Tunis;Le Kram
Vacation Rentals;2.0;1.0;60.0;For Rent;90.0;Tunis;Autres villes
Shops;1.0;1.0;25.0;For Sale;120000.0;Tunis;L'aouina
Appartements;2.0;1.0;119.0;For Sale;245000.0;Tunis;Le Bardo
Land and Farms;-1.0;-1.0;-1.0;For Sale;9000000.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1500000.0;Tunis;Le Bardo
;14.0;4.0;700.0;For Rent;6000.0;Tunis;Autres villes
Appartements;2.0;1.0;55.0;For Rent;600.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;105.0;For Sale;115000000.0;Tunis;Autres villes
Houses and Villas;6.0;3.0;88.0;For Sale;165000.0;Tunis;La Goulette
Appartements;2.0;1.0;60.0;For Rent;60.0;Tunis;Agba
Vacation Rentals;2.0;1.0;85.0;For Rent;100.0;Tunis;Autres villes
Appartements;2.0;2.0;95.0;For Rent;90.0;Tunis;Autres villes
Appartements;2.0;1.0;60.0;For Rent;70.0;Tunis;L'aouina
Houses and Villas;4.0;2.0;100.0;For Sale;85000.0;Tunis;El Ouardia
Shops;1.0;1.0;45.0;For Rent;11111.0;Tunis;Autres villes
Appartements;3.0;1.0;80.0;For Sale;130000.0;Tunis;Agba
Appartements;3.0;1.0;100.0;For Rent;650.0;Tunis;Autres villes
Shops;2.0;1.0;60.0;For Sale;98000.0;Tunis;Médina
Houses and Villas;3.0;1.0;220.0;For Sale;150000.0;Tunis;Hraïria
Appartements;1.0;1.0;50.0;For Rent;60.0;Tunis;Menzah
Appartements;1.0;1.0;42.0;For Rent;950.0;Tunis;Autres villes
Houses and Villas;4.0;1.0;356.0;For Sale;425000.0;Tunis;Autres villes
Appartements;3.0;1.0;102.0;For Rent;480.0;Tunis;Hraïria
Shops;1.0;1.0;30.0;For Rent;500.0;Tunis;Tunis
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Tunis;Autres villes
Appartements;2.0;1.0;90.0;For Rent;650.0;Tunis;La Marsa
Appartements;3.0;1.0;100.0;For Sale;25000.0;Tunis;L'aouina
Appartements;3.0;1.0;122.0;For Sale;270000.0;Tunis;L'aouina
Appartements;1.0;1.0;84.0;For Sale;168000.0;Tunis;L'aouina
Houses and Villas;10.0;3.0;750.0;For Sale;850000.0;Tunis;Autres villes
Appartements;3.0;1.0;100.0;For Rent;1000.0;Tunis;Manar
Vacation Rentals;2.0;1.0;120.0;For Rent;100.0;Tunis;Menzah
Vacation Rentals;1.0;1.0;65.0;For Rent;90.0;Tunis;L'aouina
Houses and Villas;3.0;2.0;180.0;For Rent;1700.0;Tunis;La Marsa
Appartements;2.0;1.0;130.0;For Rent;1500.0;Tunis;L'aouina
Appartements;2.0;2.0;140.0;For Sale;450000.0;Tunis;Autres villes
;10.0;5.0;320.0;For Rent;600.0;Tunis;Autres villes
Appartements;3.0;1.0;80.0;For Rent;850.0;Tunis;La Goulette
;6.0;2.0;210.0;For Rent;6000.0;Tunis;Centre Ville - Lafayette
Land and Farms;-1.0;-1.0;-1.0;For Sale;450000.0;Tunis;Autres villes
Appartements;2.0;1.0;54.0;For Sale;65000.0;Tunis;Autres villes
Vacation Rentals;2.0;1.0;65.0;For Rent;100.0;Tunis;Menzah
Appartements;2.0;1.0;55.0;For Sale;88000.0;Tunis;Le Bardo
Houses and Villas;1.0;1.0;120.0;For Rent;80.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;820000.0;Tunis;Tunis
Houses and Villas;3.0;1.0;80.0;For Rent;650.0;Tunis;Le Bardo
Houses and Villas;2.0;1.0;140.0;For Sale;250000.0;Tunis;Tunis
Appartements;3.0;1.0;100.0;For Rent;400.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;364000.0;Tunis;La Marsa
Vacation Rentals;1.0;1.0;75.0;For Rent;130.0;Tunis;Carthage
Houses and Villas;3.0;1.0;100.0;For Rent;320.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;180.0;For Rent;550.0;Tunis;L'aouina
Appartements;4.0;1.0;100.0;For Rent;700.0;Tunis;La Marsa
Houses and Villas;5.0;3.0;465.0;For Sale;10500000.0;Tunis;La Goulette
Houses and Villas;2.0;1.0;130.0;For Sale;220000.0;Tunis;Autres villes
Appartements;3.0;1.0;80.0;For Rent;550.0;Tunis;Sidi El Béchir
Houses and Villas;2.0;1.0;100.0;For Rent;380.0;Tunis;El Omrane supérieur
Appartements;4.0;1.0;140.0;For Rent;700.0;Tunis;Le Bardo
Houses and Villas;4.0;3.0;650.0;For Sale;2200000.0;Tunis;La Marsa
Houses and Villas;5.0;2.0;500.0;For Sale;850000.0;Tunis;La Marsa
Appartements;3.0;2.0;250.0;For Sale;790000.0;Tunis;La Goulette
Houses and Villas;4.0;2.0;400.0;For Rent;3700.0;Tunis;La Marsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;1686000.0;Tunis;La Marsa
Appartements;2.0;1.0;125.0;For Sale;320000.0;Tunis;Sidi Daoud
;3.0;1.0;110.0;For Rent;1100.0;Tunis;Centre Ville - Lafayette
Houses and Villas;3.0;2.0;150.0;For Rent;2800.0;Tunis;La Marsa
Vacation Rentals;1.0;1.0;120.0;For Rent;155.0;Tunis;La Marsa
Houses and Villas;5.0;2.0;210.0;For Sale;250000.0;Tunis;Agba
Appartements;3.0;1.0;80.0;For Rent;700.0;Tunis;Centre Ville - Lafayette
Shops;1.0;3.0;150.0;For Sale;95000.0;Tunis;Centre Ville - Lafayette
Appartements;1.0;1.0;40.0;For Rent;700.0;Tunis;Mutuelleville
Appartements;2.0;1.0;80.0;For Rent;700.0;Tunis;Menzah
Appartements;2.0;1.0;115.0;For Rent;1000.0;Tunis;Menzah
;2.0;1.0;60.0;For Rent;700.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;134000.0;Tunis;Agba
Appartements;4.0;1.0;110.0;For Rent;700.0;Tunis;Médina
Appartements;3.0;1.0;80.0;For Rent;520.0;Tunis;Le Bardo
Appartements;1.0;1.0;35.0;For Rent;230.0;Tunis;Sidi El Béchir
Houses and Villas;2.0;1.0;83.0;For Sale;145000.0;Tunis;La Marsa
Appartements;2.0;1.0;105.0;For Sale;255000.0;Tunis;Autres villes
Appartements;1.0;1.0;40.0;For Rent;650.0;Tunis;Centre Ville - Lafayette
Houses and Villas;4.0;1.0;146.0;For Sale;860000.0;Tunis;Ezzouhour
Vacation Rentals;2.0;1.0;60.0;For Rent;60.0;Tunis;Agba
Appartements;3.0;1.0;80.0;For Rent;900.0;Tunis;Centre Ville - Lafayette
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;100.0;For Sale;98000.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;150.0;For Sale;107000.0;Tunis;Autres villes
Appartements;3.0;2.0;130.0;For Rent;70.0;Tunis;Autres villes
Shops;1.0;1.0;20.0;For Rent;350.0;Tunis;Autres villes
Shops;1.0;1.0;120.0;For Rent;111.0;Tunis;Tunis
Appartements;2.0;1.0;90.0;For Rent;70.0;Tunis;Autres villes
Appartements;1.0;1.0;80.0;For Rent;500.0;Tunis;L'aouina
Houses and Villas;3.0;2.0;600.0;For Rent;6500.0;Tunis;Carthage
Houses and Villas;5.0;3.0;1100.0;For Sale;6000000.0;Tunis;La Marsa
Appartements;3.0;2.0;180.0;For Rent;1500.0;Tunis;La Marsa
Appartements;3.0;2.0;222.0;For Sale;420000.0;Tunis;L'aouina
Shops;1.0;1.0;140.0;For Sale;210000.0;Tunis;L'aouina
Shops;1.0;1.0;180.0;For Rent;850.0;Tunis;L'aouina
Appartements;1.0;1.0;70.0;For Sale;180000.0;Tunis;L'aouina
Appartements;3.0;2.0;150.0;For Rent;1400.0;Tunis;L'aouina
Houses and Villas;5.0;3.0;400.0;For Rent;2500.0;Tunis;L'aouina
Houses and Villas;4.0;3.0;500.0;For Rent;3500.0;Tunis;La Marsa
Appartements;4.0;2.0;170.0;For Rent;930.0;Tunis;L'aouina
Appartements;3.0;2.0;200.0;For Rent;1300.0;Tunis;Carthage
Appartements;1.0;1.0;60.0;For Rent;1100.0;Tunis;L'aouina
Appartements;2.0;1.0;100.0;For Rent;850.0;Tunis;L'aouina
Appartements;2.0;2.0;120.0;For Rent;1400.0;Tunis;La Marsa
Appartements;3.0;1.0;100.0;For Sale;235000.0;Tunis;Autres villes
Vacation Rentals;2.0;1.0;80.0;For Rent;90.0;Tunis;Autres villes
Appartements;2.0;2.0;150.0;For Rent;1800.0;Tunis;La Marsa
Appartements;4.0;3.0;182.0;For Sale;600000.0;Tunis;Le Kram
Appartements;1.0;1.0;95.0;For Rent;250.0;Tunis;L'aouina
;1.0;1.0;76.0;For Rent;2000.0;Tunis;Autres villes
Houses and Villas;3.0;2.0;76.0;For Sale;133000.0;Tunis;Ezzouhour
;1.0;1.0;150.0;For Sale;4000000.0;Tunis;L'aouina
Appartements;1.0;1.0;80.0;For Rent;1250.0;Tunis;Carthage
Appartements;3.0;1.0;80.0;For Rent;450.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;135000000.0;Tunis;Manar
Houses and Villas;3.0;1.0;250.0;For Rent;3500.0;Tunis;La Marsa
;2.0;1.0;55.0;For Rent;500.0;Tunis;Centre Ville - Lafayette
Houses and Villas;4.0;1.0;150.0;For Sale;135000.0;Tunis;Ezzouhour
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Tunis;Sidi Hassine
Appartements;4.0;1.0;120.0;For Rent;950.0;Tunis;Autres villes
Appartements;4.0;2.0;115.0;For Rent;550.0;Tunis;Agba
Appartements;1.0;1.0;33.0;For Rent;700.0;Tunis;Mutuelleville
Vacation Rentals;2.0;1.0;80.0;For Rent;60.0;Tunis;Autres villes
Appartements;3.0;1.0;76.0;For Sale;90000.0;Tunis;El Kabaria
Appartements;3.0;1.0;76.0;For Sale;11111.0;Tunis;El Kabaria
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;110.0;For Rent;120.0;Tunis;Tunis
Appartements;4.0;1.0;157.0;For Rent;700.0;Tunis;Autres villes
Vacation Rentals;1.0;1.0;42.0;For Rent;80.0;Tunis;Carthage
Vacation Rentals;1.0;1.0;72.0;For Rent;150.0;Tunis;La Marsa
Appartements;2.0;1.0;130.0;For Rent;1300.0;Tunis;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;124.0;For Sale;165000.0;Tunis;Autres villes
Appartements;2.0;1.0;65.0;For Rent;90.0;Tunis;L'aouina
Appartements;2.0;1.0;70.0;For Rent;1200.0;Tunis;Tunis
Houses and Villas;4.0;2.0;577.0;For Sale;985000.0;Tunis;Menzah
Houses and Villas;2.0;1.0;90.0;For Rent;600.0;Tunis;Sidi Daoud
Shops;2.0;1.0;70.0;For Sale;670000.0;Tunis;Médina
Appartements;3.0;1.0;120.0;For Rent;1500.0;Tunis;Tunis
Houses and Villas;3.0;1.0;92.0;For Sale;6000000.0;Tunis;Autres villes
Appartements;2.0;1.0;90.0;For Rent;450.0;Tunis;El Omrane supérieur
Appartements;3.0;1.0;84.0;For Sale;140000.0;Tunis;Autres villes
Appartements;3.0;1.0;107.0;For Rent;1250.0;Tunis;Tunis
Shops;1.0;1.0;160.0;For Rent;500.0;Tunis;Autres villes
Appartements;2.0;1.0;60.0;For Rent;330.0;Tunis;Centre Ville - Lafayette
Appartements;3.0;1.0;110.0;For Rent;700.0;Tunis;Centre Ville - Lafayette
Appartements;2.0;1.0;75.0;For Rent;80.0;Tunis;Centre Ville - Lafayette
Appartements;1.0;1.0;68.0;For Rent;120.0;Tunis;Le Kram
Appartements;3.0;1.0;90.0;For Sale;250000.0;Tunis;L'aouina
Appartements;2.0;1.0;85.0;For Rent;70.0;Tunis;Autres villes
Houses and Villas;1.0;1.0;80.0;For Rent;60.0;Tunis;Autres villes
Appartements;1.0;1.0;80.0;For Rent;1250.0;Tunis;La Marsa
Houses and Villas;1.0;1.0;900.0;For Rent;60.0;Tunis;Autres villes
;1.0;0.0;70.0;For Rent;600.0;Tunis;Le Bardo
Appartements;1.0;1.0;20.0;For Rent;350.0;Tunis;Autres villes
Houses and Villas;13.0;4.0;380.0;For Sale;430000.0;Tunis;Autres villes
Houses and Villas;3.0;1.0;470.0;For Rent;2500.0;Tunis;La Marsa
Appartements;3.0;1.0;75.0;For Sale;95000.0;Tunis;El Ouardia
Houses and Villas;3.0;1.0;100.0;For Sale;98000.0;Tunis;Autres villes
Appartements;3.0;1.0;100.0;For Rent;850.0;Tunis;Menzah
Shops;2.0;0.0;80.0;For Rent;1200.0;Tunis;Centre Ville - Lafayette
Appartements;3.0;1.0;109.0;For Sale;200000.0;Tunis;Autres villes
Houses and Villas;8.0;3.0;459.0;For Sale;950000.0;Tunis;Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Tunis;La Marsa
Appartements;2.0;1.0;80.0;For Rent;60.0;Tunis;Centre Ville - Lafayette
Houses and Villas;4.0;1.0;550.0;For Sale;400000.0;Tunis;Autres villes
Appartements;2.0;1.0;85.0;For Sale;220000.0;Tunis;Manar
Appartements;4.0;1.0;107.0;For Sale;230000000.0;Tunis;Autres villes
Houses and Villas;3.0;2.0;170.0;For Rent;1000.0;Tunis;Le Bardo
Appartements;2.0;1.0;70.0;For Rent;700.0;Tunis;Tunis
Vacation Rentals;2.0;1.0;80.0;For Rent;50.0;Tunis;Le Kram
Appartements;4.0;1.0;165.0;For Sale;220000.0;Tunis;La Marsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;38000.0;Tunis;La Marsa
;3.0;1.0;90.0;For Rent;3000.0;Tunis;Tunis
Land and Farms;-1.0;-1.0;-1.0;For Sale;576000.0;Tunis;La Goulette
Appartements;3.0;2.0;202.0;For Sale;585000.0;Tunis;La Marsa
Appartements;2.0;1.0;120.0;For Rent;1400.0;Tunis;La Marsa
Houses and Villas;3.0;1.0;80.0;For Rent;500.0;Tunis;La Marsa
Appartements;3.0;1.0;120.0;For Sale;150000.0;Tunis;Ezzouhour
Appartements;3.0;2.0;250.0;For Rent;5000.0;Tunis;La Marsa
Appartements;1.0;1.0;93.0;For Rent;70.0;Tunis;L'aouina
Shops;1.0;1.0;50.0;For Sale;65000.0;Tunis;Autres villes
Shops;1.0;1.0;352.0;For Rent;7000.0;Tunis;Le Kram
Appartements;2.0;1.0;100.0;For Rent;850.0;Tunis;La Marsa
Appartements;2.0;1.0;90.0;For Rent;700.0;Tunis;Centre Ville - Lafayette
Shops;1.0;1.0;70.0;For Sale;37000.0;Tunis;Le Bardo
Appartements;4.0;2.0;220.0;For Rent;2000.0;Tunis;La Marsa
Appartements;3.0;2.0;157.0;For Sale;430000.0;Tunis;La Marsa
Appartements;3.0;3.0;225.0;For Sale;790000.0;Tunis;Carthage
Appartements;1.0;1.0;67.0;For Sale;191000.0;Tunis;La Marsa
Appartements;3.0;2.0;139.0;For Sale;581000.0;Tunis;La Goulette
Appartements;1.0;1.0;80.0;For Rent;1100.0;Tunis;Menzah
Appartements;1.0;1.0;80.0;For Rent;850.0;Tunis;L'aouina
Appartements;2.0;2.0;143.0;For Sale;407000.0;Tunis;La Marsa
Houses and Villas;3.0;2.0;230.0;For Rent;800.0;Tunis;L'aouina
Houses and Villas;3.0;2.0;150.0;For Sale;169000.0;Tunis;Autres villes
